TeilnehmerID,Gruppe,RaumlicheGruppe,Pressure,map,place,V,O,G,uncertainty,dec,conf,dec_rt,conf_rt,trial,correct,unc_c,pres_c
MZ_T09,2,2,Pressure,K14,Churwalden,V2,O1,G1,OU,7,4,12,7,4,1,-0.5,0.5
MZ_T09,2,2,Pressure,K16,SanBernadino,V4,O2,G2,OU,8,3,18,11,5,1,-0.5,0.5
MZ_T09,2,2,Pressure,K18,Serneus,V1,O2,G1,OU,2,4,8,6,6,0,-0.5,0.5
MZ_T09,2,2,Pressure,K20,Tschiertschen,V3,O1,G2,OU,7,2,17,5,7,1,-0.5,0.5
MZ_T09,2,2,Pressure,K22,Klosters,V2,O2,G2,OU,8,5,9,6,8,1,-0.5,0.5
MZ_T09,2,2,Pressure,K24,Arosa,V1,O1,G1,MU,8,3,14,8,9,1,0.5,0.5
MZ_T09,2,2,Pressure,K26,Berguen,V3,O2,G2,MU,7,4,12,5,10,1,0.5,0.5
MZ_T09,2,2,Pressure,K28,Bivio,V3,O1,G1,MU,3,3,11,5,11,0,0.5,0.5
MZ_T09,2,2,Pressure,K30,Churwalden,V2,O1,G2,MU,7,5,10,3,12,1,0.5,0.5
MZ_T09,2,2,Pressure,K32,Kloster,V2,O2,G1,MU,8,3,11,14,13,1,0.5,0.5
MZ_T09,2,2,Pressure,K34,SanBernadino,V4,O2,G1,MU,4,2,22,3,14,0,0.5,0.5
MZ_T09,2,2,Pressure,K36,Serneus,V1,O2,G2,MU,2,4,12,3,15,0,0.5,0.5
MZ_T09,2,2,Pressure,K38,Tschiertschen,V3,O1,G1,MU,7,4,15,5,16,1,0.5,0.5
MZ_T11,2,2,Pressure,K8,Arosa,V1,O1,G2,OU,6,1,25,11,1,0,-0.5,0.5
MZ_T11,2,2,Pressure,K10,Berguen,V3,O2,G1,OU,7,3,16,4,2,1,-0.5,0.5
MZ_T11,2,2,Pressure,K12,Bivio,V4,O1,G1,OU,8,3,21,4,3,1,-0.5,0.5
MZ_T11,2,2,Pressure,K14,Churwalden,V2,O1,G1,OU,7,3,15,3,4,1,-0.5,0.5
MZ_T11,2,2,Pressure,K16,SanBernadino,V4,O2,G2,OU,8,3,22,4,5,1,-0.5,0.5
MZ_T11,2,2,Pressure,K18,Serneus,V1,O2,G1,OU,8,3,16,3,6,1,-0.5,0.5
MZ_T11,2,2,Pressure,K20,Tschiertschen,V3,O1,G2,OU,7,4,13,5,7,1,-0.5,0.5
MZ_T11,2,2,Pressure,K22,Klosters,V2,O2,G2,OU,8,2,22,5,8,1,-0.5,0.5
MZ_T11,2,2,Pressure,K24,Arosa,V1,O1,G1,MU,7,4,15,3,9,1,0.5,0.5
MZ_T11,2,2,Pressure,K26,Berguen,V3,O2,G2,MU,7,4,12,5,10,1,0.5,0.5
MZ_T11,2,2,Pressure,K28,Bivio,V3,O1,G1,MU,7,3,21,5,11,1,0.5,0.5
MZ_T11,2,2,Pressure,K30,Churwalden,V2,O1,G2,MU,7,3,21,3,12,1,0.5,0.5
MZ_T11,2,2,Pressure,K32,Kloster,V2,O2,G1,MU,NA,NA,NA,4,13,NA,0.5,0.5
MZ_T11,2,2,Pressure,K34,SanBernadino,V4,O2,G1,MU,8,4,18,4,14,1,0.5,0.5
MZ_T11,2,2,Pressure,K36,Serneus,V1,O2,G2,MU,7,3,18,6,15,1,0.5,0.5
MZ_T11,2,2,Pressure,K38,Tschiertschen,V3,O1,G1,MU,7,4,10,4,16,1,0.5,0.5
MZ_T13,2,2,Pressure,K8,Arosa,V1,O1,G2,OU,5,4,19,14,1,0,-0.5,0.5
MZ_T13,2,2,Pressure,K10,Berguen,V3,O2,G1,OU,NA,NA,NA,3,2,NA,-0.5,0.5
MZ_T13,2,2,Pressure,K12,Bivio,V4,O1,G1,OU,7,3,15,4,3,1,-0.5,0.5
MZ_T13,2,2,Pressure,K14,Churwalden,V2,O1,G1,OU,7,5,19,4,4,1,-0.5,0.5
MZ_T13,2,2,Pressure,K16,SanBernadino,V4,O2,G2,OU,7,4,18,8,5,1,-0.5,0.5
MZ_T13,2,2,Pressure,K18,Serneus,V1,O2,G1,OU,7,5,17,4,6,1,-0.5,0.5
MZ_T13,2,2,Pressure,K20,Tschiertschen,V3,O1,G2,OU,NA,NA,NA,3,7,NA,-0.5,0.5
MZ_T13,2,2,Pressure,K22,Klosters,V2,O2,G2,OU,7,5,20,4,8,1,-0.5,0.5
MZ_T13,2,2,Pressure,K24,Arosa,V1,O1,G1,MU,7,4,12,4,9,1,0.5,0.5
MZ_T13,2,2,Pressure,K26,Berguen,V3,O2,G2,MU,7,5,13,3,10,1,0.5,0.5
MZ_T13,2,2,Pressure,K28,Bivio,V3,O1,G1,MU,7,5,13,4,11,1,0.5,0.5
MZ_T13,2,2,Pressure,K30,Churwalden,V2,O1,G2,MU,7,2,20,10,12,1,0.5,0.5
MZ_T13,2,2,Pressure,K32,Kloster,V2,O2,G1,MU,7,4,22,4,13,1,0.5,0.5
MZ_T13,2,2,Pressure,K34,SanBernadino,V4,O2,G1,MU,7,5,19,6,14,1,0.5,0.5
MZ_T13,2,2,Pressure,K36,Serneus,V1,O2,G2,MU,7,5,12,5,15,1,0.5,0.5
MZ_T13,2,2,Pressure,K38,Tschiertschen,V3,O1,G1,MU,8,2,22,11,16,1,0.5,0.5
MZ_T15,2,2,Pressure,K8,Arosa,V1,O1,G2,OU,7,3,22,11,1,1,-0.5,0.5
MZ_T15,2,2,Pressure,K10,Berguen,V3,O2,G1,OU,NA,NA,NA,7,2,NA,-0.5,0.5
MZ_T15,2,2,Pressure,K12,Bivio,V4,O1,G1,OU,8,2,17,4,3,1,-0.5,0.5
MZ_T15,2,2,Pressure,K14,Churwalden,V2,O1,G1,OU,7,4,11,4,4,1,-0.5,0.5
MZ_T15,2,2,Pressure,K16,SanBernadino,V4,O2,G2,OU,8,2,15,5,5,1,-0.5,0.5
MZ_T15,2,2,Pressure,K18,Serneus,V1,O2,G1,OU,8,3,12,4,6,1,-0.5,0.5
MZ_T15,2,2,Pressure,K20,Tschiertschen,V3,O1,G2,OU,8,1,17,4,7,1,-0.5,0.5
MZ_T15,2,2,Pressure,K22,Klosters,V2,O2,G2,OU,8,2,21,8,8,1,-0.5,0.5
MZ_T15,2,2,Pressure,K24,Arosa,V1,O1,G1,MU,7,3,12,6,9,1,0.5,0.5
MZ_T15,2,2,Pressure,K26,Berguen,V3,O2,G2,MU,7,4,9,3,10,1,0.5,0.5
MZ_T15,2,2,Pressure,K28,Bivio,V3,O1,G1,MU,7,4,13,4,11,1,0.5,0.5
MZ_T15,2,2,Pressure,K30,Churwalden,V2,O1,G2,MU,7,3,14,4,12,1,0.5,0.5
MZ_T15,2,2,Pressure,K32,Kloster,V2,O2,G1,MU,7,1,17,4,13,1,0.5,0.5
MZ_T15,2,2,Pressure,K34,SanBernadino,V4,O2,G1,MU,8,3,13,6,14,1,0.5,0.5
MZ_T15,2,2,Pressure,K36,Serneus,V1,O2,G2,MU,7,3,11,7,15,1,0.5,0.5
MZ_T15,2,2,Pressure,K38,Tschiertschen,V3,O1,G1,MU,7,4,13,6,16,1,0.5,0.5
